,Period,HomeCountry,Commune,Gender,Population
32970,2023Q4,Saint Lucia,All Denmark,Men,5
32971,2023Q4,Saint Lucia,All Denmark,Women,5
32972,2023Q4,Saint Lucia,Region Hovedstaden,Men,3
32973,2023Q4,Saint Lucia,Region Hovedstaden,Women,2
32974,2023Q4,Saint Lucia,Copenhagen,Men,2
32975,2023Q4,Saint Lucia,Copenhagen,Women,1
32976,2023Q4,Saint Lucia,Frederiksberg,Men,0
32977,2023Q4,Saint Lucia,Frederiksberg,Women,1
32978,2023Q4,Saint Lucia,Dragør,Men,0
32979,2023Q4,Saint Lucia,Dragør,Women,0
32980,2023Q4,Saint Lucia,Tårnby,Men,0
32981,2023Q4,Saint Lucia,Tårnby,Women,0
32982,2023Q4,Saint Lucia,Albertslund,Men,0
32983,2023Q4,Saint Lucia,Albertslund,Women,0
32984,2023Q4,Saint Lucia,Ballerup,Men,0
32985,2023Q4,Saint Lucia,Ballerup,Women,0
32986,2023Q4,Saint Lucia,Brøndby,Men,0
32987,2023Q4,Saint Lucia,Brøndby,Women,0
32988,2023Q4,Saint Lucia,Gentofte,Men,0
32989,2023Q4,Saint Lucia,Gentofte,Women,0
32990,2023Q4,Saint Lucia,Gladsaxe,Men,1
32991,2023Q4,Saint Lucia,Gladsaxe,Women,0
32992,2023Q4,Saint Lucia,Glostrup,Men,0
32993,2023Q4,Saint Lucia,Glostrup,Women,0
32994,2023Q4,Saint Lucia,Herlev,Men,0
32995,2023Q4,Saint Lucia,Herlev,Women,0
32996,2023Q4,Saint Lucia,Hvidovre,Men,0
32997,2023Q4,Saint Lucia,Hvidovre,Women,0
32998,2023Q4,Saint Lucia,Høje-Taastrup,Men,0
32999,2023Q4,Saint Lucia,Høje-Taastrup,Women,0
33000,2023Q4,Saint Lucia,Ishøj,Men,0
33001,2023Q4,Saint Lucia,Ishøj,Women,0
33002,2023Q4,Saint Lucia,Lyngby-Taarbæk,Men,0
33003,2023Q4,Saint Lucia,Lyngby-Taarbæk,Women,0
33004,2023Q4,Saint Lucia,Rødovre,Men,0
33005,2023Q4,Saint Lucia,Rødovre,Women,0
33006,2023Q4,Saint Lucia,Vallensbæk,Men,0
33007,2023Q4,Saint Lucia,Vallensbæk,Women,0
33008,2023Q4,Saint Lucia,Allerød,Men,0
33009,2023Q4,Saint Lucia,Allerød,Women,0
33010,2023Q4,Saint Lucia,Egedal,Men,0
33011,2023Q4,Saint Lucia,Egedal,Women,0
33012,2023Q4,Saint Lucia,Fredensborg,Men,0
33013,2023Q4,Saint Lucia,Fredensborg,Women,0
33014,2023Q4,Saint Lucia,Frederikssund,Men,0
33015,2023Q4,Saint Lucia,Frederikssund,Women,0
33016,2023Q4,Saint Lucia,Furesø,Men,0
33017,2023Q4,Saint Lucia,Furesø,Women,0
33018,2023Q4,Saint Lucia,Gribskov,Men,0
33019,2023Q4,Saint Lucia,Gribskov,Women,0
33020,2023Q4,Saint Lucia,Halsnæs,Men,0
33021,2023Q4,Saint Lucia,Halsnæs,Women,0
33022,2023Q4,Saint Lucia,Helsingør,Men,0
33023,2023Q4,Saint Lucia,Helsingør,Women,0
33024,2023Q4,Saint Lucia,Hillerød,Men,0
33025,2023Q4,Saint Lucia,Hillerød,Women,0
33026,2023Q4,Saint Lucia,Hørsholm,Men,0
33027,2023Q4,Saint Lucia,Hørsholm,Women,0
33028,2023Q4,Saint Lucia,Rudersdal,Men,0
33029,2023Q4,Saint Lucia,Rudersdal,Women,0
33030,2023Q4,Saint Lucia,Bornholm,Men,0
33031,2023Q4,Saint Lucia,Bornholm,Women,0
33032,2023Q4,Saint Lucia,Christiansø,Men,0
33033,2023Q4,Saint Lucia,Christiansø,Women,0
33034,2023Q4,Saint Lucia,Region Sjælland,Men,0
33035,2023Q4,Saint Lucia,Region Sjælland,Women,0
33036,2023Q4,Saint Lucia,Greve,Men,0
33037,2023Q4,Saint Lucia,Greve,Women,0
33038,2023Q4,Saint Lucia,Køge,Men,0
33039,2023Q4,Saint Lucia,Køge,Women,0
33040,2023Q4,Saint Lucia,Lejre,Men,0
33041,2023Q4,Saint Lucia,Lejre,Women,0
33042,2023Q4,Saint Lucia,Roskilde,Men,0
33043,2023Q4,Saint Lucia,Roskilde,Women,0
33044,2023Q4,Saint Lucia,Solrød,Men,0
33045,2023Q4,Saint Lucia,Solrød,Women,0
33046,2023Q4,Saint Lucia,Faxe,Men,0
33047,2023Q4,Saint Lucia,Faxe,Women,0
33048,2023Q4,Saint Lucia,Guldborgsund,Men,0
33049,2023Q4,Saint Lucia,Guldborgsund,Women,0
33050,2023Q4,Saint Lucia,Holbæk,Men,0
33051,2023Q4,Saint Lucia,Holbæk,Women,0
33052,2023Q4,Saint Lucia,Kalundborg,Men,0
33053,2023Q4,Saint Lucia,Kalundborg,Women,0
33054,2023Q4,Saint Lucia,Lolland,Men,0
33055,2023Q4,Saint Lucia,Lolland,Women,0
33056,2023Q4,Saint Lucia,Næstved,Men,0
33057,2023Q4,Saint Lucia,Næstved,Women,0
33058,2023Q4,Saint Lucia,Odsherred,Men,0
33059,2023Q4,Saint Lucia,Odsherred,Women,0
33060,2023Q4,Saint Lucia,Ringsted,Men,0
33061,2023Q4,Saint Lucia,Ringsted,Women,0
33062,2023Q4,Saint Lucia,Slagelse,Men,0
33063,2023Q4,Saint Lucia,Slagelse,Women,0
33064,2023Q4,Saint Lucia,Sorø,Men,0
33065,2023Q4,Saint Lucia,Sorø,Women,0
33066,2023Q4,Saint Lucia,Stevns,Men,0
33067,2023Q4,Saint Lucia,Stevns,Women,0
33068,2023Q4,Saint Lucia,Vordingborg,Men,0
33069,2023Q4,Saint Lucia,Vordingborg,Women,0
33070,2023Q4,Saint Lucia,Region Syddanmark,Men,1
33071,2023Q4,Saint Lucia,Region Syddanmark,Women,1
33072,2023Q4,Saint Lucia,Assens,Men,0
33073,2023Q4,Saint Lucia,Assens,Women,0
33074,2023Q4,Saint Lucia,Faaborg-Midtfyn,Men,0
33075,2023Q4,Saint Lucia,Faaborg-Midtfyn,Women,0
33076,2023Q4,Saint Lucia,Kerteminde,Men,0
33077,2023Q4,Saint Lucia,Kerteminde,Women,0
33078,2023Q4,Saint Lucia,Langeland,Men,0
33079,2023Q4,Saint Lucia,Langeland,Women,0
33080,2023Q4,Saint Lucia,Middelfart,Men,0
33081,2023Q4,Saint Lucia,Middelfart,Women,0
33082,2023Q4,Saint Lucia,Nordfyns,Men,0
33083,2023Q4,Saint Lucia,Nordfyns,Women,0
33084,2023Q4,Saint Lucia,Nyborg,Men,0
33085,2023Q4,Saint Lucia,Nyborg,Women,0
33086,2023Q4,Saint Lucia,Odense,Men,0
33087,2023Q4,Saint Lucia,Odense,Women,0
33088,2023Q4,Saint Lucia,Svendborg,Men,0
33089,2023Q4,Saint Lucia,Svendborg,Women,0
33090,2023Q4,Saint Lucia,Ærø,Men,0
33091,2023Q4,Saint Lucia,Ærø,Women,0
33092,2023Q4,Saint Lucia,Billund,Men,0
33093,2023Q4,Saint Lucia,Billund,Women,0
33094,2023Q4,Saint Lucia,Esbjerg,Men,0
33095,2023Q4,Saint Lucia,Esbjerg,Women,0
33096,2023Q4,Saint Lucia,Fanø,Men,0
33097,2023Q4,Saint Lucia,Fanø,Women,0
33098,2023Q4,Saint Lucia,Fredericia,Men,0
33099,2023Q4,Saint Lucia,Fredericia,Women,0
33100,2023Q4,Saint Lucia,Haderslev,Men,0
33101,2023Q4,Saint Lucia,Haderslev,Women,0
33102,2023Q4,Saint Lucia,Kolding,Men,1
33103,2023Q4,Saint Lucia,Kolding,Women,0
33104,2023Q4,Saint Lucia,Sønderborg,Men,0
33105,2023Q4,Saint Lucia,Sønderborg,Women,0
33106,2023Q4,Saint Lucia,Tønder,Men,0
33107,2023Q4,Saint Lucia,Tønder,Women,0
33108,2023Q4,Saint Lucia,Varde,Men,0
33109,2023Q4,Saint Lucia,Varde,Women,0
33110,2023Q4,Saint Lucia,Vejen,Men,0
33111,2023Q4,Saint Lucia,Vejen,Women,0
33112,2023Q4,Saint Lucia,Vejle,Men,0
33113,2023Q4,Saint Lucia,Vejle,Women,0
33114,2023Q4,Saint Lucia,Aabenraa,Men,0
33115,2023Q4,Saint Lucia,Aabenraa,Women,1
33116,2023Q4,Saint Lucia,Region Midtjylland,Men,1
33117,2023Q4,Saint Lucia,Region Midtjylland,Women,1
33118,2023Q4,Saint Lucia,Favrskov,Men,0
33119,2023Q4,Saint Lucia,Favrskov,Women,0
33120,2023Q4,Saint Lucia,Hedensted,Men,0
33121,2023Q4,Saint Lucia,Hedensted,Women,0
33122,2023Q4,Saint Lucia,Horsens,Men,0
33123,2023Q4,Saint Lucia,Horsens,Women,0
33124,2023Q4,Saint Lucia,Norddjurs,Men,0
33125,2023Q4,Saint Lucia,Norddjurs,Women,0
33126,2023Q4,Saint Lucia,Odder,Men,0
33127,2023Q4,Saint Lucia,Odder,Women,0
33128,2023Q4,Saint Lucia,Randers,Men,0
33129,2023Q4,Saint Lucia,Randers,Women,0
33130,2023Q4,Saint Lucia,Samsø,Men,0
33131,2023Q4,Saint Lucia,Samsø,Women,0
33132,2023Q4,Saint Lucia,Silkeborg,Men,0
33133,2023Q4,Saint Lucia,Silkeborg,Women,1
33134,2023Q4,Saint Lucia,Skanderborg,Men,0
33135,2023Q4,Saint Lucia,Skanderborg,Women,0
33136,2023Q4,Saint Lucia,Syddjurs,Men,0
33137,2023Q4,Saint Lucia,Syddjurs,Women,0
33138,2023Q4,Saint Lucia,Aarhus,Men,1
33139,2023Q4,Saint Lucia,Aarhus,Women,0
33140,2023Q4,Saint Lucia,Herning,Men,0
33141,2023Q4,Saint Lucia,Herning,Women,0
33142,2023Q4,Saint Lucia,Holstebro,Men,0
33143,2023Q4,Saint Lucia,Holstebro,Women,0
33144,2023Q4,Saint Lucia,Ikast-Brande,Men,0
33145,2023Q4,Saint Lucia,Ikast-Brande,Women,0
33146,2023Q4,Saint Lucia,Lemvig,Men,0
33147,2023Q4,Saint Lucia,Lemvig,Women,0
33148,2023Q4,Saint Lucia,Ringkøbing-Skjern,Men,0
33149,2023Q4,Saint Lucia,Ringkøbing-Skjern,Women,0
33150,2023Q4,Saint Lucia,Skive,Men,0
33151,2023Q4,Saint Lucia,Skive,Women,0
33152,2023Q4,Saint Lucia,Struer,Men,0
33153,2023Q4,Saint Lucia,Struer,Women,0
33154,2023Q4,Saint Lucia,Viborg,Men,0
33155,2023Q4,Saint Lucia,Viborg,Women,0
33156,2023Q4,Saint Lucia,Region Nordjylland,Men,0
33157,2023Q4,Saint Lucia,Region Nordjylland,Women,1
33158,2023Q4,Saint Lucia,Brønderslev,Men,0
33159,2023Q4,Saint Lucia,Brønderslev,Women,0
33160,2023Q4,Saint Lucia,Frederikshavn,Men,0
33161,2023Q4,Saint Lucia,Frederikshavn,Women,0
33162,2023Q4,Saint Lucia,Hjørring,Men,0
33163,2023Q4,Saint Lucia,Hjørring,Women,0
33164,2023Q4,Saint Lucia,Jammerbugt,Men,0
33165,2023Q4,Saint Lucia,Jammerbugt,Women,0
33166,2023Q4,Saint Lucia,Læsø,Men,0
33167,2023Q4,Saint Lucia,Læsø,Women,0
33168,2023Q4,Saint Lucia,Mariagerfjord,Men,0
33169,2023Q4,Saint Lucia,Mariagerfjord,Women,0
33170,2023Q4,Saint Lucia,Morsø,Men,0
33171,2023Q4,Saint Lucia,Morsø,Women,0
33172,2023Q4,Saint Lucia,Rebild,Men,0
33173,2023Q4,Saint Lucia,Rebild,Women,0
33174,2023Q4,Saint Lucia,Thisted,Men,0
33175,2023Q4,Saint Lucia,Thisted,Women,0
33176,2023Q4,Saint Lucia,Vesthimmerlands,Men,0
33177,2023Q4,Saint Lucia,Vesthimmerlands,Women,0
33178,2023Q4,Saint Lucia,Aalborg,Men,0
33179,2023Q4,Saint Lucia,Aalborg,Women,1
33180,2023Q4,Saint Vincent and the Grenadines,All Denmark,Men,3
33181,2023Q4,Saint Vincent and the Grenadines,All Denmark,Women,0
33182,2023Q4,Saint Vincent and the Grenadines,Region Hovedstaden,Men,1
33183,2023Q4,Saint Vincent and the Grenadines,Region Hovedstaden,Women,0
33184,2023Q4,Saint Vincent and the Grenadines,Copenhagen,Men,0
33185,2023Q4,Saint Vincent and the Grenadines,Copenhagen,Women,0
33186,2023Q4,Saint Vincent and the Grenadines,Frederiksberg,Men,0
33187,2023Q4,Saint Vincent and the Grenadines,Frederiksberg,Women,0
33188,2023Q4,Saint Vincent and the Grenadines,Dragør,Men,0
33189,2023Q4,Saint Vincent and the Grenadines,Dragør,Women,0
33190,2023Q4,Saint Vincent and the Grenadines,Tårnby,Men,0
33191,2023Q4,Saint Vincent and the Grenadines,Tårnby,Women,0
33192,2023Q4,Saint Vincent and the Grenadines,Albertslund,Men,0
33193,2023Q4,Saint Vincent and the Grenadines,Albertslund,Women,0
33194,2023Q4,Saint Vincent and the Grenadines,Ballerup,Men,0
33195,2023Q4,Saint Vincent and the Grenadines,Ballerup,Women,0
33196,2023Q4,Saint Vincent and the Grenadines,Brøndby,Men,0
33197,2023Q4,Saint Vincent and the Grenadines,Brøndby,Women,0
33198,2023Q4,Saint Vincent and the Grenadines,Gentofte,Men,0
33199,2023Q4,Saint Vincent and the Grenadines,Gentofte,Women,0
33200,2023Q4,Saint Vincent and the Grenadines,Gladsaxe,Men,0
33201,2023Q4,Saint Vincent and the Grenadines,Gladsaxe,Women,0
33202,2023Q4,Saint Vincent and the Grenadines,Glostrup,Men,0
33203,2023Q4,Saint Vincent and the Grenadines,Glostrup,Women,0
33204,2023Q4,Saint Vincent and the Grenadines,Herlev,Men,0
33205,2023Q4,Saint Vincent and the Grenadines,Herlev,Women,0
33206,2023Q4,Saint Vincent and the Grenadines,Hvidovre,Men,0
33207,2023Q4,Saint Vincent and the Grenadines,Hvidovre,Women,0
33208,2023Q4,Saint Vincent and the Grenadines,Høje-Taastrup,Men,0
33209,2023Q4,Saint Vincent and the Grenadines,Høje-Taastrup,Women,0
33210,2023Q4,Saint Vincent and the Grenadines,Ishøj,Men,0
33211,2023Q4,Saint Vincent and the Grenadines,Ishøj,Women,0
33212,2023Q4,Saint Vincent and the Grenadines,Lyngby-Taarbæk,Men,0
33213,2023Q4,Saint Vincent and the Grenadines,Lyngby-Taarbæk,Women,0
33214,2023Q4,Saint Vincent and the Grenadines,Rødovre,Men,0
33215,2023Q4,Saint Vincent and the Grenadines,Rødovre,Women,0
33216,2023Q4,Saint Vincent and the Grenadines,Vallensbæk,Men,0
33217,2023Q4,Saint Vincent and the Grenadines,Vallensbæk,Women,0
33218,2023Q4,Saint Vincent and the Grenadines,Allerød,Men,0
33219,2023Q4,Saint Vincent and the Grenadines,Allerød,Women,0
33220,2023Q4,Saint Vincent and the Grenadines,Egedal,Men,0
33221,2023Q4,Saint Vincent and the Grenadines,Egedal,Women,0
33222,2023Q4,Saint Vincent and the Grenadines,Fredensborg,Men,1
33223,2023Q4,Saint Vincent and the Grenadines,Fredensborg,Women,0
33224,2023Q4,Saint Vincent and the Grenadines,Frederikssund,Men,0
33225,2023Q4,Saint Vincent and the Grenadines,Frederikssund,Women,0
33226,2023Q4,Saint Vincent and the Grenadines,Furesø,Men,0
33227,2023Q4,Saint Vincent and the Grenadines,Furesø,Women,0
33228,2023Q4,Saint Vincent and the Grenadines,Gribskov,Men,0
33229,2023Q4,Saint Vincent and the Grenadines,Gribskov,Women,0
33230,2023Q4,Saint Vincent and the Grenadines,Halsnæs,Men,0
33231,2023Q4,Saint Vincent and the Grenadines,Halsnæs,Women,0
33232,2023Q4,Saint Vincent and the Grenadines,Helsingør,Men,0
33233,2023Q4,Saint Vincent and the Grenadines,Helsingør,Women,0
33234,2023Q4,Saint Vincent and the Grenadines,Hillerød,Men,0
33235,2023Q4,Saint Vincent and the Grenadines,Hillerød,Women,0
33236,2023Q4,Saint Vincent and the Grenadines,Hørsholm,Men,0
33237,2023Q4,Saint Vincent and the Grenadines,Hørsholm,Women,0
33238,2023Q4,Saint Vincent and the Grenadines,Rudersdal,Men,0
33239,2023Q4,Saint Vincent and the Grenadines,Rudersdal,Women,0
33240,2023Q4,Saint Vincent and the Grenadines,Bornholm,Men,0
33241,2023Q4,Saint Vincent and the Grenadines,Bornholm,Women,0
33242,2023Q4,Saint Vincent and the Grenadines,Christiansø,Men,0
33243,2023Q4,Saint Vincent and the Grenadines,Christiansø,Women,0
33244,2023Q4,Saint Vincent and the Grenadines,Region Sjælland,Men,0
33245,2023Q4,Saint Vincent and the Grenadines,Region Sjælland,Women,0
33246,2023Q4,Saint Vincent and the Grenadines,Greve,Men,0
33247,2023Q4,Saint Vincent and the Grenadines,Greve,Women,0
33248,2023Q4,Saint Vincent and the Grenadines,Køge,Men,0
33249,2023Q4,Saint Vincent and the Grenadines,Køge,Women,0
33250,2023Q4,Saint Vincent and the Grenadines,Lejre,Men,0
33251,2023Q4,Saint Vincent and the Grenadines,Lejre,Women,0
33252,2023Q4,Saint Vincent and the Grenadines,Roskilde,Men,0
33253,2023Q4,Saint Vincent and the Grenadines,Roskilde,Women,0
33254,2023Q4,Saint Vincent and the Grenadines,Solrød,Men,0
33255,2023Q4,Saint Vincent and the Grenadines,Solrød,Women,0
33256,2023Q4,Saint Vincent and the Grenadines,Faxe,Men,0
33257,2023Q4,Saint Vincent and the Grenadines,Faxe,Women,0
33258,2023Q4,Saint Vincent and the Grenadines,Guldborgsund,Men,0
33259,2023Q4,Saint Vincent and the Grenadines,Guldborgsund,Women,0
33260,2023Q4,Saint Vincent and the Grenadines,Holbæk,Men,0
33261,2023Q4,Saint Vincent and the Grenadines,Holbæk,Women,0
33262,2023Q4,Saint Vincent and the Grenadines,Kalundborg,Men,0
33263,2023Q4,Saint Vincent and the Grenadines,Kalundborg,Women,0
33264,2023Q4,Saint Vincent and the Grenadines,Lolland,Men,0
33265,2023Q4,Saint Vincent and the Grenadines,Lolland,Women,0
33266,2023Q4,Saint Vincent and the Grenadines,Næstved,Men,0
33267,2023Q4,Saint Vincent and the Grenadines,Næstved,Women,0
33268,2023Q4,Saint Vincent and the Grenadines,Odsherred,Men,0
33269,2023Q4,Saint Vincent and the Grenadines,Odsherred,Women,0
33270,2023Q4,Saint Vincent and the Grenadines,Ringsted,Men,0
33271,2023Q4,Saint Vincent and the Grenadines,Ringsted,Women,0
33272,2023Q4,Saint Vincent and the Grenadines,Slagelse,Men,0
33273,2023Q4,Saint Vincent and the Grenadines,Slagelse,Women,0
33274,2023Q4,Saint Vincent and the Grenadines,Sorø,Men,0
33275,2023Q4,Saint Vincent and the Grenadines,Sorø,Women,0
33276,2023Q4,Saint Vincent and the Grenadines,Stevns,Men,0
33277,2023Q4,Saint Vincent and the Grenadines,Stevns,Women,0
33278,2023Q4,Saint Vincent and the Grenadines,Vordingborg,Men,0
33279,2023Q4,Saint Vincent and the Grenadines,Vordingborg,Women,0
33280,2023Q4,Saint Vincent and the Grenadines,Region Syddanmark,Men,1
33281,2023Q4,Saint Vincent and the Grenadines,Region Syddanmark,Women,0
33282,2023Q4,Saint Vincent and the Grenadines,Assens,Men,0
33283,2023Q4,Saint Vincent and the Grenadines,Assens,Women,0
33284,2023Q4,Saint Vincent and the Grenadines,Faaborg-Midtfyn,Men,0
33285,2023Q4,Saint Vincent and the Grenadines,Faaborg-Midtfyn,Women,0
33286,2023Q4,Saint Vincent and the Grenadines,Kerteminde,Men,0
33287,2023Q4,Saint Vincent and the Grenadines,Kerteminde,Women,0
33288,2023Q4,Saint Vincent and the Grenadines,Langeland,Men,0
33289,2023Q4,Saint Vincent and the Grenadines,Langeland,Women,0
33290,2023Q4,Saint Vincent and the Grenadines,Middelfart,Men,0
33291,2023Q4,Saint Vincent and the Grenadines,Middelfart,Women,0
33292,2023Q4,Saint Vincent and the Grenadines,Nordfyns,Men,0
33293,2023Q4,Saint Vincent and the Grenadines,Nordfyns,Women,0
33294,2023Q4,Saint Vincent and the Grenadines,Nyborg,Men,0
33295,2023Q4,Saint Vincent and the Grenadines,Nyborg,Women,0
33296,2023Q4,Saint Vincent and the Grenadines,Odense,Men,0
33297,2023Q4,Saint Vincent and the Grenadines,Odense,Women,0
33298,2023Q4,Saint Vincent and the Grenadines,Svendborg,Men,0
33299,2023Q4,Saint Vincent and the Grenadines,Svendborg,Women,0
33300,2023Q4,Saint Vincent and the Grenadines,Ærø,Men,0
33301,2023Q4,Saint Vincent and the Grenadines,Ærø,Women,0
33302,2023Q4,Saint Vincent and the Grenadines,Billund,Men,0
33303,2023Q4,Saint Vincent and the Grenadines,Billund,Women,0
33304,2023Q4,Saint Vincent and the Grenadines,Esbjerg,Men,1
33305,2023Q4,Saint Vincent and the Grenadines,Esbjerg,Women,0
33306,2023Q4,Saint Vincent and the Grenadines,Fanø,Men,0
33307,2023Q4,Saint Vincent and the Grenadines,Fanø,Women,0
33308,2023Q4,Saint Vincent and the Grenadines,Fredericia,Men,0
33309,2023Q4,Saint Vincent and the Grenadines,Fredericia,Women,0
33310,2023Q4,Saint Vincent and the Grenadines,Haderslev,Men,0
33311,2023Q4,Saint Vincent and the Grenadines,Haderslev,Women,0
33312,2023Q4,Saint Vincent and the Grenadines,Kolding,Men,0
33313,2023Q4,Saint Vincent and the Grenadines,Kolding,Women,0
33314,2023Q4,Saint Vincent and the Grenadines,Sønderborg,Men,0
33315,2023Q4,Saint Vincent and the Grenadines,Sønderborg,Women,0
33316,2023Q4,Saint Vincent and the Grenadines,Tønder,Men,0
33317,2023Q4,Saint Vincent and the Grenadines,Tønder,Women,0
33318,2023Q4,Saint Vincent and the Grenadines,Varde,Men,0
33319,2023Q4,Saint Vincent and the Grenadines,Varde,Women,0
33320,2023Q4,Saint Vincent and the Grenadines,Vejen,Men,0
33321,2023Q4,Saint Vincent and the Grenadines,Vejen,Women,0
33322,2023Q4,Saint Vincent and the Grenadines,Vejle,Men,0
33323,2023Q4,Saint Vincent and the Grenadines,Vejle,Women,0
33324,2023Q4,Saint Vincent and the Grenadines,Aabenraa,Men,0
33325,2023Q4,Saint Vincent and the Grenadines,Aabenraa,Women,0
33326,2023Q4,Saint Vincent and the Grenadines,Region Midtjylland,Men,0
33327,2023Q4,Saint Vincent and the Grenadines,Region Midtjylland,Women,0
33328,2023Q4,Saint Vincent and the Grenadines,Favrskov,Men,0
33329,2023Q4,Saint Vincent and the Grenadines,Favrskov,Women,0
33330,2023Q4,Saint Vincent and the Grenadines,Hedensted,Men,0
33331,2023Q4,Saint Vincent and the Grenadines,Hedensted,Women,0
33332,2023Q4,Saint Vincent and the Grenadines,Horsens,Men,0
33333,2023Q4,Saint Vincent and the Grenadines,Horsens,Women,0
33334,2023Q4,Saint Vincent and the Grenadines,Norddjurs,Men,0
33335,2023Q4,Saint Vincent and the Grenadines,Norddjurs,Women,0
33336,2023Q4,Saint Vincent and the Grenadines,Odder,Men,0
33337,2023Q4,Saint Vincent and the Grenadines,Odder,Women,0
33338,2023Q4,Saint Vincent and the Grenadines,Randers,Men,0
33339,2023Q4,Saint Vincent and the Grenadines,Randers,Women,0
33340,2023Q4,Saint Vincent and the Grenadines,Samsø,Men,0
33341,2023Q4,Saint Vincent and the Grenadines,Samsø,Women,0
33342,2023Q4,Saint Vincent and the Grenadines,Silkeborg,Men,0
33343,2023Q4,Saint Vincent and the Grenadines,Silkeborg,Women,0
33344,2023Q4,Saint Vincent and the Grenadines,Skanderborg,Men,0
33345,2023Q4,Saint Vincent and the Grenadines,Skanderborg,Women,0
33346,2023Q4,Saint Vincent and the Grenadines,Syddjurs,Men,0
33347,2023Q4,Saint Vincent and the Grenadines,Syddjurs,Women,0
33348,2023Q4,Saint Vincent and the Grenadines,Aarhus,Men,0
33349,2023Q4,Saint Vincent and the Grenadines,Aarhus,Women,0
33350,2023Q4,Saint Vincent and the Grenadines,Herning,Men,0
33351,2023Q4,Saint Vincent and the Grenadines,Herning,Women,0
33352,2023Q4,Saint Vincent and the Grenadines,Holstebro,Men,0
33353,2023Q4,Saint Vincent and the Grenadines,Holstebro,Women,0
33354,2023Q4,Saint Vincent and the Grenadines,Ikast-Brande,Men,0
33355,2023Q4,Saint Vincent and the Grenadines,Ikast-Brande,Women,0
33356,2023Q4,Saint Vincent and the Grenadines,Lemvig,Men,0
33357,2023Q4,Saint Vincent and the Grenadines,Lemvig,Women,0
33358,2023Q4,Saint Vincent and the Grenadines,Ringkøbing-Skjern,Men,0
33359,2023Q4,Saint Vincent and the Grenadines,Ringkøbing-Skjern,Women,0
33360,2023Q4,Saint Vincent and the Grenadines,Skive,Men,0
33361,2023Q4,Saint Vincent and the Grenadines,Skive,Women,0
33362,2023Q4,Saint Vincent and the Grenadines,Struer,Men,0
33363,2023Q4,Saint Vincent and the Grenadines,Struer,Women,0
33364,2023Q4,Saint Vincent and the Grenadines,Viborg,Men,0
33365,2023Q4,Saint Vincent and the Grenadines,Viborg,Women,0
33366,2023Q4,Saint Vincent and the Grenadines,Region Nordjylland,Men,1
33367,2023Q4,Saint Vincent and the Grenadines,Region Nordjylland,Women,0
33368,2023Q4,Saint Vincent and the Grenadines,Brønderslev,Men,0
33369,2023Q4,Saint Vincent and the Grenadines,Brønderslev,Women,0
33370,2023Q4,Saint Vincent and the Grenadines,Frederikshavn,Men,0
33371,2023Q4,Saint Vincent and the Grenadines,Frederikshavn,Women,0
33372,2023Q4,Saint Vincent and the Grenadines,Hjørring,Men,0
33373,2023Q4,Saint Vincent and the Grenadines,Hjørring,Women,0
33374,2023Q4,Saint Vincent and the Grenadines,Jammerbugt,Men,1
33375,2023Q4,Saint Vincent and the Grenadines,Jammerbugt,Women,0
33376,2023Q4,Saint Vincent and the Grenadines,Læsø,Men,0
33377,2023Q4,Saint Vincent and the Grenadines,Læsø,Women,0
33378,2023Q4,Saint Vincent and the Grenadines,Mariagerfjord,Men,0
33379,2023Q4,Saint Vincent and the Grenadines,Mariagerfjord,Women,0
33380,2023Q4,Saint Vincent and the Grenadines,Morsø,Men,0
33381,2023Q4,Saint Vincent and the Grenadines,Morsø,Women,0
33382,2023Q4,Saint Vincent and the Grenadines,Rebild,Men,0
33383,2023Q4,Saint Vincent and the Grenadines,Rebild,Women,0
33384,2023Q4,Saint Vincent and the Grenadines,Thisted,Men,0
33385,2023Q4,Saint Vincent and the Grenadines,Thisted,Women,0
33386,2023Q4,Saint Vincent and the Grenadines,Vesthimmerlands,Men,0
33387,2023Q4,Saint Vincent and the Grenadines,Vesthimmerlands,Women,0
33388,2023Q4,Saint Vincent and the Grenadines,Aalborg,Men,0
33389,2023Q4,Saint Vincent and the Grenadines,Aalborg,Women,0
33390,2023Q4,Suriname,All Denmark,Men,18
33391,2023Q4,Suriname,All Denmark,Women,17
33392,2023Q4,Suriname,Region Hovedstaden,Men,11
33393,2023Q4,Suriname,Region Hovedstaden,Women,9
33394,2023Q4,Suriname,Copenhagen,Men,6
33395,2023Q4,Suriname,Copenhagen,Women,5
33396,2023Q4,Suriname,Frederiksberg,Men,0
33397,2023Q4,Suriname,Frederiksberg,Women,1
33398,2023Q4,Suriname,Dragør,Men,0
33399,2023Q4,Suriname,Dragør,Women,0
33400,2023Q4,Suriname,Tårnby,Men,0
33401,2023Q4,Suriname,Tårnby,Women,0
33402,2023Q4,Suriname,Albertslund,Men,0
33403,2023Q4,Suriname,Albertslund,Women,0
33404,2023Q4,Suriname,Ballerup,Men,0
33405,2023Q4,Suriname,Ballerup,Women,0
33406,2023Q4,Suriname,Brøndby,Men,2
33407,2023Q4,Suriname,Brøndby,Women,1
33408,2023Q4,Suriname,Gentofte,Men,0
33409,2023Q4,Suriname,Gentofte,Women,0
33410,2023Q4,Suriname,Gladsaxe,Men,0
33411,2023Q4,Suriname,Gladsaxe,Women,0
33412,2023Q4,Suriname,Glostrup,Men,0
33413,2023Q4,Suriname,Glostrup,Women,0
